default,account_check_status,duration_in_month,credit_history,purpose,credit_amount,savings,present_employment_since,installment_as_income_perc,sex,personal_status,other_debtors,present_residence_since,property,age,other_installment_plans,housing,credits_this_bank,job,people_under_maintenance,telephone,foreign_worker
Not default,no checking account,42,existing credits paid back duly till now,domestic appliances,7166.0,unknown/ no savings account,4 <= ... < 7 years,2,male,married,none,4,if not A121 : building society savings agreement/ life insurance,29,none,rent,1,skilled employee / official,1,"yes, registered under the customers name",yes
Not default,< 0 DM,11,critical account/ other credits existing (not at this bank),car (new),3939.0,... < 100 DM,1 <= ... < 4 years,1,male,single,none,2,real estate,40,none,own,2,unskilled - resident,2,none,yes
Not default,0 <= ... < 200 DM,15,existing credits paid back duly till now,education,1514.0,100 <= ... < 500 DM,1 <= ... < 4 years,4,male,single,guarantor,2,real estate,22,none,own,1,skilled employee / official,1,none,yes
Not default,no checking account,24,existing credits paid back duly till now,car (new),7393.0,... < 100 DM,1 <= ... < 4 years,1,male,single,none,4,if not A121 : building society savings agreement/ life insurance,43,none,own,1,unskilled - resident,2,none,yes
Default,< 0 DM,24,all credits at this bank paid back duly,car (new),1193.0,... < 100 DM,unemployed,1,female,divorced,co-applicant,4,unknown / no property,29,none,rent,2,unemployed/ unskilled - non-resident,1,none,yes
Default,< 0 DM,60,existing credits paid back duly till now,business,7297.0,... < 100 DM,.. >= 7 years,4,male,single,co-applicant,4,unknown / no property,36,none,rent,1,skilled employee / official,1,none,yes
Not default,no checking account,30,critical account/ other credits existing (not at this bank),domestic appliances,2831.0,... < 100 DM,1 <= ... < 4 years,4,female,divorced,none,2,"if not A121/A122 : car or other, not in attribute 6",33,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes
Not default,>= 200 DM / salary assignments for at least 1 year,24,existing credits paid back duly till now,domestic appliances,1258.0,500 <= ... < 1000 DM,1 <= ... < 4 years,3,female,divorced,none,3,"if not A121/A122 : car or other, not in attribute 6",57,none,own,1,unskilled - resident,1,none,yes
Not default,0 <= ... < 200 DM,6,existing credits paid back duly till now,domestic appliances,753.0,... < 100 DM,1 <= ... < 4 years,2,female,divorced,guarantor,3,real estate,64,none,own,1,skilled employee / official,1,none,yes
Not default,0 <= ... < 200 DM,18,delay in paying off in the past,business,2427.0,unknown/ no savings account,.. >= 7 years,4,male,single,none,2,if not A121 : building society savings agreement/ life insurance,42,none,own,2,skilled employee / official,1,none,yes
Default,no checking account,24,delay in paying off in the past,car (new),2538.0,... < 100 DM,.. >= 7 years,4,male,single,none,4,"if not A121/A122 : car or other, not in attribute 6",47,none,own,2,unskilled - resident,2,none,yes
Default,0 <= ... < 200 DM,15,all credits at this bank paid back duly,car (new),1264.0,100 <= ... < 500 DM,1 <= ... < 4 years,2,male,married,none,2,if not A121 : building society savings agreement/ life insurance,25,none,rent,1,skilled employee / official,1,none,yes
Default,0 <= ... < 200 DM,30,critical account/ other credits existing (not at this bank),radio/television,8386.0,... < 100 DM,4 <= ... < 7 years,2,male,single,none,2,if not A121 : building society savings agreement/ life insurance,49,none,own,1,skilled employee / official,1,none,yes
Default,no checking account,48,existing credits paid back duly till now,business,4844.0,... < 100 DM,unemployed,3,male,single,none,2,"if not A121/A122 : car or other, not in attribute 6",33,bank,rent,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes
Not default,>= 200 DM / salary assignments for at least 1 year,21,existing credits paid back duly till now,car (new),2923.0,100 <= ... < 500 DM,1 <= ... < 4 years,1,female,divorced,none,1,"if not A121/A122 : car or other, not in attribute 6",28,bank,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes
Default,< 0 DM,36,existing credits paid back duly till now,car (used),8229.0,... < 100 DM,1 <= ... < 4 years,2,male,single,none,2,if not A121 : building society savings agreement/ life insurance,26,none,own,1,skilled employee / official,2,none,yes
Not default,no checking account,24,critical account/ other credits existing (not at this bank),radio/television,2028.0,... < 100 DM,4 <= ... < 7 years,2,male,single,none,2,if not A121 : building society savings agreement/ life insurance,30,none,own,2,unskilled - resident,1,none,yes
Not default,< 0 DM,15,critical account/ other credits existing (not at this bank),radio/television,1433.0,... < 100 DM,1 <= ... < 4 years,4,female,divorced,none,3,if not A121 : building society savings agreement/ life insurance,25,none,rent,2,skilled employee / official,1,none,yes
Not default,>= 200 DM / salary assignments for at least 1 year,42,no credits taken/ all credits paid back duly,business,6289.0,... < 100 DM,... < 1 year,2,male,divorced,none,1,if not A121 : building society savings agreement/ life insurance,33,none,own,2,skilled employee / official,1,none,yes
Not default,no checking account,13,existing credits paid back duly till now,domestic appliances,1409.0,100 <= ... < 500 DM,unemployed,2,female,divorced,none,4,real estate,64,none,own,1,skilled employee / official,1,none,yes
Not default,< 0 DM,24,existing credits paid back duly till now,car (used),6579.0,... < 100 DM,unemployed,4,male,single,none,2,unknown / no property,29,none,for free,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes
Not default,0 <= ... < 200 DM,24,critical account/ other credits existing (not at this bank),domestic appliances,1743.0,... < 100 DM,.. >= 7 years,4,male,single,none,2,if not A121 : building society savings agreement/ life insurance,48,none,own,2,unskilled - resident,1,none,yes
Not default,no checking account,12,critical account/ other credits existing (not at this bank),(vacation - does not exist?),3565.0,unknown/ no savings account,... < 1 year,2,male,single,none,1,if not A121 : building society savings agreement/ life insurance,37,none,own,2,unskilled - resident,2,none,yes
Not default,no checking account,15,all credits at this bank paid back duly,domestic appliances,1569.0,100 <= ... < 500 DM,.. >= 7 years,4,male,single,none,4,"if not A121/A122 : car or other, not in attribute 6",34,bank,own,1,unskilled - resident,2,none,yes
Not default,< 0 DM,18,existing credits paid back duly till now,domestic appliances,1936.0,unknown/ no savings account,4 <= ... < 7 years,2,male,married,none,4,"if not A121/A122 : car or other, not in attribute 6",23,none,rent,2,unskilled - resident,1,none,yes
Not default,< 0 DM,36,existing credits paid back duly till now,radio/television,3959.0,... < 100 DM,unemployed,4,male,single,none,3,if not A121 : building society savings agreement/ life insurance,30,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes
Not default,no checking account,12,existing credits paid back duly till now,car (new),2390.0,unknown/ no savings account,.. >= 7 years,4,male,single,none,3,"if not A121/A122 : car or other, not in attribute 6",50,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes
Not default,no checking account,12,existing credits paid back duly till now,radio/television,1736.0,... < 100 DM,4 <= ... < 7 years,3,female,divorced,none,4,real estate,31,none,own,1,unskilled - resident,1,none,yes
Not default,< 0 DM,30,existing credits paid back duly till now,car (used),3857.0,... < 100 DM,1 <= ... < 4 years,4,male,divorced,none,4,if not A121 : building society savings agreement/ life insurance,40,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes
Not default,no checking account,12,existing credits paid back duly till now,domestic appliances,804.0,... < 100 DM,.. >= 7 years,4,male,single,none,4,"if not A121/A122 : car or other, not in attribute 6",38,none,own,1,skilled employee / official,1,none,yes
Default,< 0 DM,45,existing credits paid back duly till now,domestic appliances,1845.0,... < 100 DM,1 <= ... < 4 years,4,male,single,none,4,unknown / no property,23,none,for free,1,skilled employee / official,1,"yes, registered under the customers name",yes
Not default,0 <= ... < 200 DM,45,critical account/ other credits existing (not at this bank),car (used),4576.0,100 <= ... < 500 DM,unemployed,3,male,single,none,4,"if not A121/A122 : car or other, not in attribute 6",27,none,own,1,skilled employee / official,1,none,yes
Not default,>= 200 DM / salary assignments for at least 1 year,14,all credits at this bank paid back duly,domestic appliances,407.6626127215848,.. >= 1000 DM,1 <= ... < 4 years,3,female,divorced,none,3,real estate,42,none,rent,2,skilled employee / official,1,none,yes
Not default,no checking account,8,all credits at this bank paid back duly,car (new),782.6127254881973,unknown/ no savings account,1 <= ... < 4 years,1,male,single,guarantor,2,real estate,26,stores,own,1,unskilled - resident,2,none,yes
Default,no checking account,17,all credits at this bank paid back duly,car (new),6459.258352049554,... < 100 DM,.. >= 7 years,2,male,single,none,4,unknown / no property,39,bank,own,2,management/ self-employed/ highly qualified employee/ officer,2,"yes, registered under the customers name",yes
Not default,0 <= ... < 200 DM,48,all credits at this bank paid back duly,business,3566.6774719917844,100 <= ... < 500 DM,4 <= ... < 7 years,4,male,single,none,2,"if not A121/A122 : car or other, not in attribute 6",30,none,own,1,skilled employee / official,1,none,yes
Not default,< 0 DM,15,all credits at this bank paid back duly,retraining,337.804510772325,... < 100 DM,.. >= 7 years,4,male,married,none,1,"if not A121/A122 : car or other, not in attribute 6",45,bank,own,1,unskilled - resident,1,none,yes
Default,no checking account,28,all credits at this bank paid back duly,car (used),7485.130399837151,unknown/ no savings account,unemployed,4,female,divorced,none,1,real estate,53,bank,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes
Default,< 0 DM,22,all credits at this bank paid back duly,car (new),1646.7854543872431,unknown/ no savings account,1 <= ... < 4 years,4,male,single,none,2,if not A121 : building society savings agreement/ life insurance,40,none,own,2,unskilled - resident,2,none,yes
Default,0 <= ... < 200 DM,10,all credits at this bank paid back duly,car (used),5127.800296615459,... < 100 DM,.. >= 7 years,2,female,divorced,none,4,unknown / no property,74,bank,for free,1,management/ self-employed/ highly qualified employee/ officer,2,"yes, registered under the customers name",yes
Not default,no checking account,11,all credits at this bank paid back duly,retraining,3447.3693893847776,500 <= ... < 1000 DM,1 <= ... < 4 years,4,female,divorced,none,3,real estate,35,none,own,1,unskilled - resident,2,none,yes
Default,< 0 DM,11,all credits at this bank paid back duly,domestic appliances,2149.3110744984706,... < 100 DM,1 <= ... < 4 years,4,male,divorced,none,1,unknown / no property,29,none,for free,1,skilled employee / official,1,none,yes
Not default,0 <= ... < 200 DM,47,all credits at this bank paid back duly,car (new),12168.642752662208,unknown/ no savings account,unemployed,4,male,single,co-applicant,4,unknown / no property,36,none,for free,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes
